_id,jobTitle,companyName,requiredQualification,experience,salary,jobLocation,jobType,contactEmail,jobDescription,jobLocationLat,jobLocationLong,jobdistance
3x3b5um1zl8tejjxsv,Marketing Manager,Jupiter Systems,10,9,33,Lalitpur,2,primeser424@yahoo.com,Work with cutting-edge technology,28.926199428,83.9160292108,0.0000558738
6jr3b77hkn4mwmuank,Operations Manager,ABC Enterprises,4,10,96,Tulsipur,1,karmaind447@gmail.com,Dynamic work environment with competitive benefits,27.7980200098,81.553417354,0.0000514131
e9fyfn6jrp8jkkwsih,Project Manager,Quest Technologies,9,2,87,Biratnagar,2,horizonv121@yahoo.com,Join our fast-growing company,27.5699285843,83.7817845323,0.0000233067
6jdh0ik7pxz7fuyat5,Civil Engineer,Metro Trading,6,15,108,Nepalgunj,1,royalind907@gmail.com,Opportunity to make an impact,27.2902601166,84.448890551,0.0000255763
hu0zja3y94oc0w15s3,Network Engineer,Lotus Group,7,6,120,Dhangadhi,2,oracleso75@yahoo.com,Opportunity to make an impact,26.9721686453,83.7642470605,0.0000217506
tvdb4ccmq51gn1d2ll,Customer Service Representative,Horizon Ventures,3,7,35,Butwal,3,elitecon945@company.com,Be part of innovative projects,28.4112250961,80.1828784926,0.0000294186
dbdhfyxteygrhhc5vj,Team Leader,Lotus Group,9,15,33,Kathmandu,1,goldenen95@gmail.com,Work with talented professionals,26.9101206134,85.7188240946,0.0000104123
sf0h7eig0xta9y8zsx,Admin Officer,Vertex Corporation,9,14,22,Birgunj,1,visionen916@gmail.com,Opportunity to make an impact,28.4032868183,81.7431067252,0.0000726196
938mdd863owdshls44,Admin Officer,Tech Solutions Pvt Ltd,2,1,53,Hetauda,2,acesolut707@yahoo.com,Looking for experienced professional to join our team,27.5602791245,87.3648544699,0.0000775464
f2mcj61a7go95qjdja,Mechanical Engineer,Vision Enterprises,4,3,59,Nepalgunj,0,bridgeco471@yahoo.com,Join our fast-growing company,26.0690743716,85.8004889295,0.0000534112
c1ljv7t2uqmndla9ga,Electrical Engineer,Future Corp,4,4,113,Janakpur,1,pacifice533@yahoo.com,Dynamic work environment with competitive benefits,27.2639625309,83.4695973848,0.0000670022
fyiuas45ojpm3tdlhx,Digital Marketing Specialist,Titan Corp,3,14,53,Hetauda,1,questtec413@company.com,Work with talented professionals,28.4048739924,81.9597619478,0.0000042685
1gf15v46v1oznn0urn,Graphic Designer,Omega Group,7,3,144,Lalitpur,0,acesolut525@gmail.com,Excellent opportunity for career growth,28.3687950397,83.7148649241,0.0000050685
9z35ovqdknrx1gmmyx,Sales Executive,Innovation Hub,1,2,57,Dharan,2,pacifice768@gmail.com,Kursi ma basne paisa kamaunsfi,26.3335706513,82.7972653258,0.0000176509
4auk4q5bbueb9xpuls,Financial Analyst,Wisdom Technologies,2,6,94,Kathmandu,1,globalin528@yahoo.com,Challenging role with great perks,27.6712961247,83.8730200248,0.0000889146
3hmf049bw86urem8f7,Pharmacist,Titan Corp,3,13,60,Pokhara,2,emeralds948@yahoo.com,Opportunity to make an impact,28.4840248764,81.3031302452,0.0000790575
t8tbmvcyot5p9yr51t,Senior Manager,Horizon Ventures,2,4,67,Hetauda,3,globalin33@yahoo.com,Excellent opportunity for career growth,27.9852064885,87.457682798,0.0000029788
0w996b61qkxoorb9p5,Lab Technician,Pacific Enterprises,7,10,54,Kathmandu,0,acesolut895@outlook.com,Work with cutting-edge technology,28.5037666207,86.4063311807,0.0000812423
uqsllqfp6fjgq02qu7,Business Analyst,Unity Systems,5,4,145,Itahari,1,zenithgr510@outlook.com,Opportunity to make an impact,27.8927902854,85.0497348912,0.0000649223
d2y6w5a82vlb9wox61,Training Coordinator,Castle Industries,1,10,114,Birgunj,2,goldenen513@gmail.com,Excellent opportunity for career growth,28.3181694302,87.4681697392,0.0000559075
kwe8h9urru7y6rjach,Software Engineer,Apex Trading,1,10,77,Itahari,1,omegagro847@company.com,Kursi ma basne paisa kamaunsfi,28.5798474652,81.0531946798,0.0000186354
le5kaik74lucv1dqhf,Business Analyst,Zenith Group,6,1,63,Janakpur,1,visionen979@yahoo.com,Join our fast-growing company,28.3743915195,87.9850169218,0.0000974919
v6zf8me2eogadhgqvp,Quality Assurance Engineer,Prime Services,2,9,64,Itahari,0,royalind449@gmail.com,Looking for experienced professional to join our team,28.0466523829,86.2145457926,0.0000013181
a8fnpdodelcapdwj2t,Nurse,Tech Solutions Pvt Ltd,8,6,108,Janakpur,2,bridgeco106@yahoo.com,Dynamic work environment with competitive benefits,28.7623258102,83.2338452929,0.0000458348
wxyxqyfavaw8cm85f0,Training Coordinator,Omega Group,4,1,126,Pokhara,2,emeralds604@company.com,Kursi ma basne paisa kamaunsfi,28.2860541452,86.0100077841,0.0000271989
cu16rdfook6bj1toiv,Civil Engineer,Digital Dynamics,7,15,40,Birgunj,1,abcenter923@outlook.com,Kursi ma basne paisa kamaunsfi,28.0402454929,80.0792121033,0.0000027552
mfalrktkglrcb19riz,Mechanical Engineer,Oracle Solutions,10,15,56,Hetauda,3,innovati456@yahoo.com,Join our fast-growing company,26.0251866688,80.2229967259,0.0000530729
uxnw0j8lv6uh8np6nt,Legal Advisor,Oracle Solutions,8,12,94,Tulsipur,2,pacifice40@company.com,Work with talented professionals,27.0498957562,81.7110489931,0.0000342876
3iswpxkji1ozcvohx1,Assistant Manager,Apex Trading,7,7,78,Bhaktapur,1,abcenter746@gmail.com,Dynamic work environment with competitive benefits,27.1251947489,85.0328514707,0.0000229786
m479126498qh5oh7vs,Social Media Manager,ABC Enterprises,3,7,13,Butwal,2,silverso919@outlook.com,Work with talented professionals,28.269210178,85.1214040255,0.0000576049
zkdpzit7vko2zmt0wl,Chief Financial Officer,Bridge Consulting,6,0,131,Pokhara,1,digitald211@yahoo.com,Dynamic work environment with competitive benefits,27.2497835665,84.0078186743,0.0000683999
ft8fkw21sru84u1b04,Web Developer,Apex Trading,10,4,20,Janakpur,1,globalin219@yahoo.com,Be part of innovative projects,26.2498648753,87.7299454705,0.0000934012
hz9gqh85tbyv0jt1bc,DevOps Engineer,Tech Solutions Pvt Ltd,2,14,36,Bharatpur,2,diamondc732@gmail.com,Be part of innovative projects,28.9230142172,84.6945955471,0.0000409158
5x2jmj1jhbo95i6i9i,Accountant,Global Industries,8,13,101,Itahari,3,betatech769@gmail.com,Challenging role with great perks,27.5654860555,83.5194440996,0.0000058209
ysqfvknk2o4cu72rv4,Office Assistant,Apex Trading,1,1,100,Bharatpur,3,unitysys864@gmail.com,Dynamic work environment with competitive benefits,26.8770542798,81.1669238849,0.0000259040
chvj69gna7n2tag7ws,Social Media Manager,Crown Industries,2,7,142,Pokhara,2,futureco28@yahoo.com,Dynamic work environment with competitive benefits,28.5068307793,83.452338195,0.0000509939
iqgy907or005wvj82f,Marketing Manager,Summit Enterprises,9,15,41,Itahari,2,phoenixl860@yahoo.com,Excellent opportunity for career growth,28.6841286049,85.2755087874,0.0000796122
8xtis69x4sx2enzi5c,Software Engineer,Vertex Corporation,7,14,48,Hetauda,1,omegagro812@gmail.com,Join our fast-growing company,27.8517041478,83.8099309657,0.0000944301
0ivit1owp25vgpofzf,Sales Executive,Lotus Group,4,3,6,Lalitpur,0,betatech251@gmail.com,Be part of innovative projects,27.3468737744,83.1589650139,0.0000811243
90flobcf0zr343zu7d,Architect,Stellar Group,5,8,16,Hetauda,0,questtec275@gmail.com,Join our fast-growing company,27.4153720413,80.4212443621,0.0000341090
bel4izopkmgneh45dk,Customer Service Representative,Infinity Tech,4,12,122,Butwal,1,infinity222@gmail.com,Join our fast-growing company,27.3102145383,87.5289977376,0.0000355404
94t4xdy5vgo545fu7a,Consultant,Tech Solutions Pvt Ltd,2,15,11,Kathmandu,0,visionen414@company.com,Work with cutting-edge technology,27.5248030309,85.9473690042,0.0000904373
bub9jg40bjwoqlbc6v,Consultant,Metro Trading,10,12,45,Bhaktapur,2,digitald908@gmail.com,Kursi ma basne paisa kamaunsfi,27.6922039376,81.3417876855,0.0000199633
9t2m96sxn1dilqeotd,Business Analyst,Tech Solutions Pvt Ltd,3,9,41,Dhangadhi,1,visionen29@gmail.com,Work with talented professionals,26.0817420163,84.2517936081,0.0000668126
d86dy0qervb8d2iaxp,Customer Service Representative,Royal Industries,10,12,33,Pokhara,3,horizonv922@yahoo.com,Opportunity to make an impact,27.7203232905,82.4695888974,0.0000476675
sz8pr3bifhzyrdgf0b,Financial Analyst,Jupiter Systems,2,7,19,Biratnagar,1,horizonv562@outlook.com,Dynamic work environment with competitive benefits,27.3749228317,85.4746309534,0.0000568280
yitmv3zcmj9jh4yque,Marketing Manager,Infinity Tech,2,2,77,Dhangadhi,0,visionen425@outlook.com,Dynamic work environment with competitive benefits,27.9763650879,85.1644874677,0.0000586747
99u4iaq0tt7su67uy4,Office Assistant,Infinity Tech,2,12,100,Bhaktapur,0,techsolu667@outlook.com,Challenging role with great perks,28.3714032658,81.4499802086,0.0000795369
2yey358mnvvr35ccx3,Doctor,Vision Enterprises,5,4,109,Janakpur,1,oracleso785@gmail.com,Kursi ma basne paisa kamaunsfi,27.3831413148,86.3973308748,0.0000137004
avujvn448y9fsup18l,HR Manager,Stellar Group,4,14,100,Janakpur,2,futureco479@company.com,Challenging role with great perks,26.1765162504,86.0370768788,0.0000645453
5jobkudq77tu64ynzk,Electrical Engineer,Elite Consultancy,10,7,147,Biratnagar,3,karmaind153@gmail.com,Be part of innovative projects,27.2629515359,86.1619444327,0.0000731653
s08za1e21iwfcto836,Medical Representative,Wisdom Technologies,5,7,59,Birgunj,3,futureco910@outlook.com,Dynamic work environment with competitive benefits,28.4746689249,83.0555563327,0.0000469221
qynszojynylxdeavkv,DevOps Engineer,Quantum Systems,4,1,98,Itahari,0,silverso545@company.com,Looking for experienced professional to join our team,28.16588208,85.8146345296,0.0000351256
7sz5pqsveymzs0btt6,Sales Executive,Unity Systems,3,15,142,Bhaktapur,2,zenithgr986@company.com,Work with cutting-edge technology,28.2983257903,87.7191290064,0.0000395700
h0un31b0byj9eqjs6b,Assistant Manager,Golden Enterprises,2,10,99,Pokhara,1,summiten961@outlook.com,Join our fast-growing company,27.7920216255,85.4375565791,0.0000333886
zo954ua3u9ivl7ecto,Consultant,Global Industries,2,13,9,Janakpur,1,digitald312@gmail.com,Excellent opportunity for career growth,28.3636659621,85.5314618864,0.0000142304
fkjgx1yo93wvbdvswb,Lab Technician,Tech Solutions Pvt Ltd,3,5,56,Tulsipur,0,pacifice829@gmail.com,Be part of innovative projects,27.6402008493,81.2884740164,0.0000626781
w1bbopu44jq75hdv71,Mechanical Engineer,Quantum Systems,4,2,142,Janakpur,1,phoenixl768@outlook.com,Challenging role with great perks,26.3151463499,85.882723832,0.0000247187
ibajs7ma6efslbaqen,Mechanical Engineer,Titan Corp,10,12,20,Dhangadhi,1,omegagro350@yahoo.com,Be part of innovative projects,27.7260377692,83.5267189618,0.0000894157
rnvazufzi5fm7uw1ag,Customer Service Representative,Digital Dynamics,7,9,28,Pokhara,3,pacifice735@outlook.com,Be part of innovative projects,26.665010609,83.819851546,0.0000210284
w2trakfnt974z1d443,Assistant Manager,Beta Technologies,1,0,58,Pokhara,2,elitecon76@outlook.com,Be part of innovative projects,26.0641038324,85.0477780597,0.0000002315
35o3mhze7mufu22j1x,Sales Executive,Emerald Solutions,8,8,23,Birgunj,3,primeser136@outlook.com,Opportunity to make an impact,27.9576042015,87.3276160252,0.0000439874
vjxwim06849y3fs54f,Receptionist,Tech Solutions Pvt Ltd,4,13,76,Dharan,1,apextrad105@company.com,Dynamic work environment with competitive benefits,27.3939529408,87.5702800318,0.0000969229
1n6u4l7v8ktbesivkg,Financial Analyst,Stellar Group,5,14,99,Bhaktapur,1,zenithgr167@yahoo.com,Excellent opportunity for career growth,28.7068404182,87.2290124668,0.0000300887
gcxn00n8p0tl7z0fwn,Graphic Designer,Jupiter Systems,1,10,149,Bharatpur,3,innovati305@outlook.com,Looking for experienced professional to join our team,26.543215056,87.3471629942,0.0000973603
c3ye4ylft1fu14sqlj,Research Analyst,Prime Services,6,2,101,Nepalgunj,1,diamondc330@yahoo.com,Challenging role with great perks,28.0228752916,84.2511967343,0.0000783912
opjp9dnpg9njpqeko0,Marketing Manager,Alpha Systems,10,7,39,Tulsipur,2,horizonv972@yahoo.com,Opportunity to make an impact,26.7483095663,83.8746238237,0.0000225745
xtgok5ab6wdt7yo6g3,UI/UX Designer,Future Corp,2,9,146,Tulsipur,0,nobleven74@outlook.com,Kursi ma basne paisa kamaunsfi,27.4727636683,82.2065143681,0.0000288579
azcwc6bx19ccskz6i9,HR Manager,Diamond Corp,10,10,71,Kathmandu,3,horizonv241@yahoo.com,Challenging role with great perks,28.8839580365,84.5213473258,0.0000796738
u9wtrc2dx8ucn5wt6f,Legal Advisor,Tech Solutions Pvt Ltd,4,10,19,Dhangadhi,0,bridgeco738@outlook.com,Kursi ma basne paisa kamaunsfi,26.382526041,87.579807394,0.0000714655
z1c6t9rsjeo1uhsjbr,Assistant Manager,Golden Enterprises,6,5,95,Hetauda,0,wisdomte758@company.com,Be part of innovative projects,26.5494607348,85.6079408325,0.0000255111
5f0zd8u0ut021adc4s,Operations Manager,Innovation Hub,5,14,150,Kathmandu,3,nexussol49@outlook.com,Excellent opportunity for career growth,27.3627426287,81.2096453451,0.0000055186
4hb3qy315heqioej6l,Network Engineer,Diamond Corp,4,2,45,Birgunj,0,karmaind44@outlook.com,Be part of innovative projects,27.4587430449,85.4889453639,0.0000641539
q7762z8g6dujjh9t0g,Social Media Manager,Mandala Corporation,10,9,115,Hetauda,2,titancor167@outlook.com,Opportunity to make an impact,26.5708696479,83.0728225361,0.0000870082
0wjkonygq6ouwikqgx,Pharmacist,Quest Technologies,9,10,87,Butwal,1,karmaind826@gmail.com,Join our fast-growing company,27.590285541,80.5814907989,0.0000906012
wij2tgcp5li73wt8jw,Digital Marketing Specialist,Prime Services,2,11,68,Biratnagar,0,karmaind75@gmail.com,Opportunity to make an impact,28.1802521329,82.202907638,0.0000178729
0di1rddwqck810zfyo,Digital Marketing Specialist,Alpha Systems,5,7,45,Hetauda,1,primeser401@company.com,Work with cutting-edge technology,27.4235505409,82.8691538309,0.0000804170
52vygsbcrdvcw28p9b,Mechanical Engineer,Vision Enterprises,9,9,117,Lalitpur,0,stellarg965@outlook.com,Be part of innovative projects,27.2131841632,87.2525923311,0.0000498280
kod4zau8woxhsc9dq9,Civil Engineer,Castle Industries,2,10,66,Bharatpur,3,questtec221@company.com,Work with talented professionals,26.269578373,80.9736628221,0.0000583973
pydrsniud0oz28w0o0,Database Administrator,Apex Trading,2,13,12,Dhangadhi,2,innovati493@company.com,Challenging role with great perks,27.042153002,80.2816960976,0.0000548382
dm9mvrqabjt55h905u,Senior Manager,Innovation Hub,5,10,122,Hetauda,2,techsolu53@gmail.com,Dynamic work environment with competitive benefits,28.9747565805,85.1809911251,0.0000855125
jb7x5miqszewowwvir,Lecturer,Emerald Solutions,10,7,147,Itahari,0,goldenen864@outlook.com,Work with cutting-edge technology,28.7243923875,86.372482272,0.0000465127
l88yengsef3updkk55,Network Engineer,Jupiter Systems,6,3,82,Nepalgunj,0,infinity264@yahoo.com,Work with talented professionals,26.1698604286,87.5811810937,0.0000752136
htilp90xgi1stn6a83,Civil Engineer,Skyline Industries,9,14,135,Bhaktapur,3,zenithgr306@gmail.com,Work with cutting-edge technology,27.2498362509,87.5022939224,0.0000976681
dpcszx0s0dyews9ncp,DevOps Engineer,Mandala Corporation,1,0,74,Kathmandu,2,nobleven488@gmail.com,Challenging role with great perks,28.0243618859,87.7418258267,0.0000210590
mbbk1vuxykkiyk8lva,Assistant Manager,Wisdom Technologies,10,10,72,Dharan,3,royalind338@yahoo.com,Excellent opportunity for career growth,26.1890344247,84.9368226234,0.0000113213
hyfqgpgsi0k8yf2j2n,Chief Financial Officer,Oracle Solutions,7,6,57,Pokhara,2,bridgeco195@company.com,Join our fast-growing company,27.9647007777,83.1975592272,0.0000917619
b0iov2n0og95dyea8f,Financial Analyst,Elite Consultancy,8,12,44,Lalitpur,1,apextrad599@gmail.com,Looking for experienced professional to join our team,26.3733650843,80.9069146282,0.0000668121
ay4s18i1m0f7yexdae,Office Assistant,Wisdom Technologies,1,12,100,Hetauda,3,goldenen522@outlook.com,Excellent opportunity for career growth,26.9341553803,84.8385572369,0.0000318551
cjx7ckkn77290r15ll,Content Writer,Titan Corp,4,12,73,Dhangadhi,3,futureco357@outlook.com,Opportunity to make an impact,27.4489738056,87.3856714015,0.0000385933
ijc5rdhd2zz28yj7g0,Accountant,Future Corp,1,13,135,Birgunj,3,questtec282@gmail.com,Excellent opportunity for career growth,26.4008717474,86.8120933527,0.0000014176
el45agb5jzf9imqjms,Chief Financial Officer,Castle Industries,4,10,52,Bharatpur,1,betatech50@gmail.com,Looking for experienced professional to join our team,28.5816471325,81.2913722638,0.0000597730
8nval6a1a3t6zgocmy,Team Leader,ABC Enterprises,5,11,45,Bharatpur,3,acesolut414@yahoo.com,Be part of innovative projects,26.3717617181,85.8657577287,0.0000953455
yyy4ne5mr2daewnx6y,HR Manager,Oracle Solutions,9,15,94,Janakpur,2,apextrad837@gmail.com,Join our fast-growing company,26.5237722932,86.7633123418,0.0000656366
q0vyx4p2q7307we6mu,Mechanical Engineer,Crown Industries,6,9,45,Kathmandu,2,castlein6@outlook.com,Be part of innovative projects,28.375913242,82.3580266604,0.0000501844
93dfre8g9gobaqthu9,Principal,ABC Enterprises,7,14,35,Bharatpur,0,castlein46@yahoo.com,Be part of innovative projects,27.300701298,80.2747906681,0.0000169230
tg0q2ffea194pz9vpc,Content Writer,Golden Enterprises,3,10,90,Bhaktapur,1,horizonv697@outlook.com,Be part of innovative projects,26.0239185678,86.6495213407,0.0000588888
6nlsmhy9f1r00c71qe,Civil Engineer,Wisdom Technologies,9,7,105,Bharatpur,0,nobleven329@yahoo.com,Work with talented professionals,28.5831360576,80.8898785966,0.0000170577
r6c0nk9hi9nmkdns62,Chief Financial Officer,Omega Group,2,9,144,Dhangadhi,0,primeser545@yahoo.com,Excellent opportunity for career growth,27.5956216283,85.5763264341,0.0000517475
d7fdcqfxjdyycmgei6,Receptionist,Global Industries,2,0,89,Tulsipur,2,nobleven88@yahoo.com,Dynamic work environment with competitive benefits,27.0866629665,80.3240669467,0.0000385529
a64dnakqwb6lp0enjn,Receptionist,Quantum Systems,3,15,87,Itahari,3,summiten667@gmail.com,Looking for experienced professional to join our team,28.2309680184,84.6307311264,0.0000261030
zoemz0sid6is70mqor,Digital Marketing Specialist,Oracle Solutions,2,11,87,Janakpur,1,questtec129@gmail.com,Work with talented professionals,27.7198556496,87.7461797281,0.0000456131
lofc8vybnr5fkrm0x6,Web Developer,Horizon Ventures,4,9,124,Bharatpur,0,diamondc625@company.com,Excellent opportunity for career growth,27.5127780897,83.8170276268,0.0000065235
vqvtd7jhhvmrldqxmi,Financial Analyst,Wisdom Technologies,7,11,107,Bharatpur,0,phoenixl725@outlook.com,Join our fast-growing company,26.308464852,80.6119643217,0.0000669604
tdzsrdd8a19xnye74a,Sales Executive,Apex Trading,9,15,80,Dharan,2,metrotra113@outlook.com,Opportunity to make an impact,26.8456038104,86.6331855384,0.0000788741
ao0bc0gi9pxo2eewl6,Supply Chain Manager,Karma Industries,5,2,20,Tulsipur,2,skylinei903@company.com,Excellent opportunity for career growth,27.6086558374,86.6439252787,0.0000730262
k41esksj1f04b4slkl,Branch Manager,Lotus Group,3,10,22,Birgunj,2,nobleven450@gmail.com,Join our fast-growing company,26.8988993535,87.824594549,0.0000810475
a0jwq9ktf39e22s6zk,Quality Assurance Engineer,Wisdom Technologies,10,11,116,Dhangadhi,0,wisdomte519@outlook.com,Be part of innovative projects,26.0285266552,81.8727655044,0.0000686352
qw85sychi5vvalmktx,Teacher,Metro Trading,9,10,13,Tulsipur,2,diamondc803@company.com,Work with cutting-edge technology,26.6379332582,80.5137779558,0.0000245636
myg3elrgs3ga8rrjp2,Quality Assurance Engineer,Stellar Group,1,8,132,Hetauda,0,oracleso916@yahoo.com,Join our fast-growing company,26.8832031939,81.8430874922,0.0000296963
94mkvj5x2azfivkdys,Consultant,Castle Industries,6,9,93,Itahari,1,pacifice802@yahoo.com,Work with talented professionals,27.6893558537,82.9787564448,0.0000174721
87g92ts2cyoquwr8vh,Branch Manager,Noble Ventures,4,15,129,Butwal,0,karmaind72@yahoo.com,Work with cutting-edge technology,26.2432756025,81.1768199127,0.0000705991
quq7v5i3j1auygc5kq,Civil Engineer,ABC Enterprises,3,11,75,Bhaktapur,0,acesolut947@gmail.com,Work with cutting-edge technology,26.3193142931,83.9643568082,0.0000005954
i4ohlxkwrbmx7a76w5,Financial Analyst,Vertex Corporation,8,5,88,Nepalgunj,1,nexussol559@outlook.com,Work with cutting-edge technology,26.5173714073,83.8691047083,0.0000579570
klt4m66iu3snaysnla,Database Administrator,Silver Solutions,2,12,26,Dharan,1,zenithgr56@outlook.com,Kursi ma basne paisa kamaunsfi,26.9022273473,85.2564958953,0.0000687688
1hie67rhtdvp1gqra3,Web Developer,Unity Systems,7,0,85,Nepalgunj,2,pacifice903@company.com,Join our fast-growing company,27.844948972,82.5819458955,0.0000117091
nsi0s1pfhyytt15xgw,Software Engineer,Noble Ventures,3,3,82,Pokhara,1,castlein611@outlook.com,Work with cutting-edge technology,26.4263447757,84.2270844158,0.0000209665
wad61xuulxoycwc8hc,Operations Manager,Beta Technologies,6,0,65,Lalitpur,1,pacifice623@gmail.com,Kursi ma basne paisa kamaunsfi,27.253047245,83.8501798077,0.0000665181
yniev8072n5ma9mm1w,Research Analyst,Crown Industries,7,9,94,Birgunj,1,phoenixl556@outlook.com,Dynamic work environment with competitive benefits,28.0008564341,87.1273030227,0.0000266771
am1vnjxyz7em6pzgwa,Electrical Engineer,Innovation Hub,7,5,141,Kathmandu,3,acesolut154@gmail.com,Work with cutting-edge technology,28.346184689,83.9478272881,0.0000010396
h5qq5djylmwing3t4b,Graphic Designer,Silver Solutions,5,10,130,Pokhara,0,omegagro196@gmail.com,Join our fast-growing company,27.128083738,87.805243094,0.0000966677
k5u0ms8zdquqsv0bqt,Doctor,Noble Ventures,6,11,90,Bharatpur,3,nexussol269@company.com,Challenging role with great perks,26.8353719298,84.1879369877,0.0000695546
hdljeljtjdut4xw7fz,Medical Representative,Quest Technologies,3,5,102,Hetauda,1,visionen559@company.com,Opportunity to make an impact,28.1185351854,80.4906425823,0.0000991629
9vhbeeczcfwhpa5dtw,Lecturer,Pacific Enterprises,3,0,16,Tulsipur,1,acesolut889@gmail.com,Be part of innovative projects,28.6047042083,83.5904696685,0.0000903833
qb0isikonupvhmeb53,Operations Manager,ABC Enterprises,2,4,70,Nepalgunj,1,alphasys172@company.com,Work with talented professionals,28.6657811386,86.3278958923,0.0000575503
qvrltll66b2lqxwhel,Database Administrator,Zenith Group,4,15,123,Lalitpur,3,futureco950@gmail.com,Excellent opportunity for career growth,26.6346941569,84.1791554719,0.0000094987
owfeixfstthzqcg3c9,Assistant Manager,Vision Enterprises,3,11,114,Janakpur,3,zenithgr404@company.com,Opportunity to make an impact,26.4424918933,83.053652154,0.0000025094
4lyexobl8l1pql47ys,Medical Representative,Apex Trading,3,14,14,Biratnagar,3,skylinei809@gmail.com,Be part of innovative projects,26.8301750398,85.1776551207,0.0000050285
1y7vqpy4rb5kjr8qtz,Medical Representative,Silver Solutions,5,10,56,Janakpur,1,mandalac887@company.com,Kursi ma basne paisa kamaunsfi,26.2632637444,84.8196451053,0.0000776487
mutfcur162z2x86jr7,Customer Service Representative,Alpha Systems,4,9,38,Hetauda,0,castlein563@outlook.com,Excellent opportunity for career growth,27.6175649002,81.5941805836,0.0000599364
sj89wrm1x5p18mirtj,Civil Engineer,Karma Industries,7,8,87,Kathmandu,0,stellarg291@gmail.com,Be part of innovative projects,27.0198359284,83.7702710288,0.0000299546
ecv3bj7gcv55v8iylg,Operations Manager,Jupiter Systems,10,5,39,Nepalgunj,3,jupiters44@yahoo.com,Work with cutting-edge technology,28.5772771387,85.8185407418,0.0000914779
mytoymjgialsvm7rh8,Digital Marketing Specialist,Golden Enterprises,3,15,143,Tulsipur,3,castlein584@yahoo.com,Dynamic work environment with competitive benefits,26.7216113048,82.2958303754,0.0000600113
dep9hu93bq510tbqs5,Architect,Global Industries,6,4,83,Bhaktapur,1,futureco410@gmail.com,Join our fast-growing company,26.7768155459,84.2589400548,0.0000628612
bjvg6hzue73nrc355p,Branch Manager,Castle Industries,3,7,139,Dhangadhi,0,nobleven485@gmail.com,Work with cutting-edge technology,27.432044387,82.201150524,0.0000482192
ieftr0l1tpyqh11508,HR Manager,Mandala Corporation,1,14,104,Janakpur,0,jupiters618@gmail.com,Dynamic work environment with competitive benefits,28.8151321078,82.1639068664,0.0000639723
bawlojk1hrr8dhnhit,Office Assistant,Golden Enterprises,4,14,74,Hetauda,1,jupiters582@outlook.com,Challenging role with great perks,28.5002143043,87.9389832897,0.0000326407
00xf5levu9hd4atzr1,Network Engineer,Golden Enterprises,6,2,24,Itahari,0,bridgeco991@company.com,Kursi ma basne paisa kamaunsfi,26.4511907374,86.8551298926,0.0000364217
qxcy7ldlo4fcunealy,Sales Executive,Golden Enterprises,6,5,36,Dhangadhi,2,nexussol314@gmail.com,Be part of innovative projects,28.5255589311,81.5316274005,0.0000933957
attpqgniyza93ktnqu,HR Manager,Skyline Industries,1,8,142,Pokhara,1,techsolu572@outlook.com,Be part of innovative projects,27.4955604278,85.1919843812,0.0000832773
x5f12nbad6tvs6q7pe,HR Manager,Golden Enterprises,1,2,74,Birgunj,3,questtec814@gmail.com,Join our fast-growing company,28.889388159,80.2019529317,0.0000806624
2q7rlhde3ymgj3cqju,Network Engineer,Skyline Industries,1,9,60,Biratnagar,0,innovati963@gmail.com,Challenging role with great perks,26.9900874046,83.4977273539,0.0000704669
iocd6xn65jc9ar2i8x,Branch Manager,Silver Solutions,1,14,90,Kathmandu,1,acesolut9@company.com,Join our fast-growing company,27.6479329667,80.1206724486,0.0000887358
qjrasv8on05kf3zle8,Social Media Manager,Royal Industries,1,2,46,Kathmandu,2,innovati681@outlook.com,Work with cutting-edge technology,27.2496855507,83.0211266626,0.0000487810
dan3lfzesrjbqm8zrp,DevOps Engineer,Omega Group,2,12,50,Birgunj,0,lotusgro95@outlook.com,Excellent opportunity for career growth,28.5028039431,82.3404370809,0.0000533628
ya75aa6hv0f3bt3d9u,Consultant,Wisdom Technologies,3,2,129,Nepalgunj,3,metrotra394@company.com,Looking for experienced professional to join our team,27.9027051156,82.4209560436,0.0000545134
3v5if6unz1ogxkqvg0,Customer Service Representative,Horizon Ventures,4,5,64,Janakpur,2,apextrad508@yahoo.com,Opportunity to make an impact,28.8357581148,87.8883834109,0.0000133464
naiuk93dop88sxf4m6,Chief Technology Officer,Tech Solutions Pvt Ltd,8,3,20,Lalitpur,3,nexussol172@gmail.com,Kursi ma basne paisa kamaunsfi,27.3236378463,84.415903912,0.0000062058
8zktqd018c5qs3qjvd,Principal,Silver Solutions,3,10,112,Tulsipur,0,globalin569@outlook.com,Kursi ma basne paisa kamaunsfi,28.615908699,82.9140032968,0.0000267272
78j8gtxyr65t6meiut,Network Engineer,Diamond Corp,5,12,102,Bhaktapur,3,vertexco924@yahoo.com,Challenging role with great perks,28.9801512009,87.0845273462,0.0000702556
gmku6x408lt7p90tc8,Web Developer,Nexus Solutions,10,3,8,Itahari,2,futureco533@company.com,Excellent opportunity for career growth,28.5003912499,84.3432673675,0.0000124710
kl0lnfeossakv1wqgq,Network Engineer,Prime Services,5,12,99,Bharatpur,3,questtec88@yahoo.com,Work with cutting-edge technology,27.3321517068,84.449911,0.0000720215
